legacySku,newSku,zh_name,en_name_TODO,zh_desc,en_desc_TODO
981472643252,ED-S014,珍珠星环耳钩,Pearl Star Halo Hook Earrings,锆石光环轻轻抱住珍珠，钩耳款随步轻晃如风铃响动，金银双色满是少女感，下午茶戴它最甜。 [备注: 图中4件实际是2对(银+金)],"Zircon halos embrace a pearl, with a French-hook design that sways with movement. Available in gold and silver."
981958042868,ED-S015,锆石珠链流苏耳坠,Zircon Bead Tassel Drop Earrings,锆石长链叠着金属圆珠流苏轻盈垂落，金银双色随步摇曳如雨丝，性感又甜美，派对夜晚最闪耀。 [备注: 图中4件实际是2对(银+金)],"Long zircon strands layered with metal-bead tassels, swaying with each step. Available in gold and silver."
981974674439,ED-S016,心形翅膀流苏耳坠,Heart Wing Tassel Drop Earrings,心形锆石长出小翅膀飞落耳畔，下方银色细流苏轻盈摇晃，浪漫甜美又带几分童话感，约会必备。,"Heart-shaped zircons grow tiny wings, with silver tassel chains hanging below. Romantic, fairytale styling."
982129090948,ED-S017,锆石郁金香花枝耳坠,Zircon Tulip Vine Drop Earrings,锆石叶藤一路蔓延垂下水滴大钻，金银双色像一朵清晨盛开的小玫瑰，优雅复古，约会和派对都心动。 [备注: 图中4件实际是2对(银+金)],Zircon vines trail down to large teardrop crystals. Available in gold and silver — refined floral motif.
983568752317,ED-S018,贝母蝴蝶耳钉耳坠,Mother-of-Pearl Butterfly Stud-Drop Earrings,蝴蝶贝母翅膀薄透轻盈，金色与银色双色边框包出柔光，纹路细腻如真蝶停驻耳畔，约会时一摇一摆都是甜甜的小心思。 [备注: 图中4件实际为2对(金+银)，前后分体设计],Translucent butterfly mother-of-pearl wings framed in gold or silver. Two-piece front-back design.
997887874374,ED-S019,锆石密钉流苏耳坠,Zircon Pavé Tassel Drop Earrings,金色多排锆石如细雨倾泻而下，密密闪光层层叠落，宛如把整片星空收进耳畔，甜美派对里轻轻一摇便满室生辉。,Multiple rows of gold zircons cascade like fine rain. Layered sparkle for special occasions.
997897842810,ED-S020,锆石飘带金球耳坠,Zircon Ribbon Gold Ball Drop Earrings,金色丝带卷出俏皮弧度，长方锆石嵌进缎带里温柔闪烁，下方细链坠着圆球与小钻，灵动复古像被风吹起的小欢喜。,"Curling gold ribbons set with rectangular zircons, finishing in a chain with bead and small zircon drops."
999067855791,ED-S021,烟花珍珠流苏耳坠,Firework Pearl Tassel Drop Earrings,银色烟花在耳畔绽开，长方与圆钻交错爆裂，中心珍珠像最暖的那颗心跳，下端坠着水滴小钻链，转身一秒点亮夜的浪漫。 [备注: 背景有英文字母印刷干扰],"Silver fireworks burst around a center pearl, with teardrop zircon chains below. Bright and dramatic."
999366653148,ED-S022,黑色花朵水滴耳坠,Black Floral Drop Earrings,墨色珐琅花瓣围出复古小花，珍珠安静躺在花心，下方水滴锆石摇曳生姿，甜酷气质拉满，是带点小叛逆的浪漫表达。,"Black enamel petals frame a center pearl, with a teardrop zircon swaying below. Bold-vintage palette."
999394164761,ED-S023,星芒双钻流苏耳坠,Star Pavé Tassel Drop Earrings,金色六芒星缀满细密碎钻，下方两条不对称细链各坠一颗圆形大锆石，长短交错灵动跳跃，派对夜里步步生光满满甜酷感。,"Gold six-point stars pavé-set with zircons, with two asymmetric chains ending in round zircons."
999398977308,ED-S024,锆石蝴蝶结珍珠耳坠,Zircon Bow Pearl Drop Earrings,银色蝴蝶结碎钻轻盈打结，下方饱满珍珠温润垂落，像把童年最爱的发带和奶白棒棒糖收在耳畔，甜美少女气息扑面而来。 [备注: 图中有绿叶和卡片道具],"Silver zircon bows tie playfully above a round pearl. Sweet, refined styling."
999515798970,ED-S025,锆石复古花形耳坠,Zircon Vintage Floral Drop Earrings,顶端单颗小钻轻吊一朵碎钻四叶花，中心圆钻闪着柔光，银色线条勾出复古小窗，戴上像风铃一样轻摇出温柔的下午时光。 [备注: 背景有英文印刷字],"A single small zircon drops a four-leaf zircon flower, framed by silver linework. Vintage-window detailing."
677382408779,EH-S001,金色豆荚珍珠耳环,Gold Pod Pearl Hoops,金色波浪线串起四颗温润珍珠与一颗心动圆钻，柔美灵动如清晨光斑，下午茶或闺蜜聚会都甜甜闪耀。,Wavy gold lines string four round pearls and a center round zircon. Light and graceful daily piece.
677432234511,EH-S002,金色闪耀方钻耳环,Gold Sparkle Square Crystal Hoops,金边小C环托起一排长方形锆石，整齐闪耀像一段温柔的星河，通勤戴上耳畔精致又有点甜酷。,Gold C-hoops set with a row of rectangular zircons. Clean linear sparkle for office or evening.
855411617664,EH-S003,三层锆石C形耳环,Three-Layer Zircon C-Hoops,三圈金色细弧层层叠绕，最里一圈密镶碎钻闪着温柔星光，C 形耳钩精致又轻盈，戴上像把整片晚霞别在耳畔。,Three concentric gold curves with the innermost ring densely set with zircons. Light and refined.
1000035241834,NK-S001,四叶草闪钻项链,Clover Crystal Necklace,金边四叶花瓣轻轻合拢，里面四颗水滴锆石闪着透亮微光，像把幸运握在颈间，下午茶时分心动满分。,"Gold-edged four-leaf petals close around four teardrop zircons. Soft, lucky symbolism for daily wear."
1000037141982,NK-S002,闪耀星形锆石项链,Sparkling Star Zircon Necklace,金色四角星缀满碎钻闪烁，中心一粒小钻像许愿星点亮夜空，戴上瞬间梦幻轻盈，是少女心里的小小银河。,"Four-point gold stars pavé-set with zircons, a single small zircon at the center. Light and dreamy."
1000044433371,NK-S003,闪耀玫瑰锆石项链,Sparkling Rose Zircon Necklace,金色玫瑰满钻盛开，花瓣层层叠叠藏着碎光，像把整束玫瑰收进颈间，浪漫复古，约会通勤都甜得发亮。,Layered gold rose petals densely set with zircons. Romantic and vintage with full sparkle.
1000761364372,NK-S004,珍珠天鹅锆石项链,Pearl Swan Zircon Necklace,金色天鹅曲颈含一颗珍珠，眼睛点缀小钻俏皮灵动，复古童话感扑面而来，戴上颈间像收藏一段甜美心事。,"A gold swan curves to hold a pearl, with a small zircon as its eye. Vintage fairytale charm."
1000823795816,NK-S005,抱钻泰迪熊项链,Teddy Bear Crystal Necklace,金色小熊挥着小手，胸前抱一颗心形锆石闪闪惹人爱，小巧俏皮又甜蜜，约会戴上像把童话挂在锁骨上。,"A gold bear waves and clutches a heart-shaped zircon. Compact, playful daily piece."
1000824403753,NK-S006,十字珍珠锆石项链,Cross Pearl Zircon Necklace,银色十字坠点缀碎钻与小珍珠，棱角分明又透着温柔光泽，复古酷感里藏着少女心，日常戴出街帅气加倍。,A silver cross pendant accented with delicate zircons and small pearls. Vintage-cool with subtle softness.
1000829871150,NK-S007,闪耀四叶草珍珠项链,Sparkling Clover Pearl Necklace,金色四叶花镶碎钻，下方珍珠圆润垂落，像清晨花瓣托着一颗露珠，温柔闪耀，是约会与下午茶的小小甜心。,"A gold four-leaf clover set with zircons, with a round pearl suspended below. Soft, refined sparkle."
1000830823181,NK-S008,经典单钻锁骨链,Classic Solitaire Choker,细金链轻轻垂下一颗六爪圆钻，光线一闪就晕开柔光，简约里藏着小小心动，约会通勤都温柔加分。,A fine gold chain holds a six-prong round zircon. Light catches it instantly — minimalist with quiet impact.
1001344840638,NK-S009,闪耀双蝶锆石项链,Sparkling Double Butterfly Necklace,金边花瓣轻轻包裹珍珠，碎钻沿着波浪花边闪闪发亮，复古又甜美，戴上耳畔像别住一朵刚开的小花。,"Gold-edged petals embrace a pearl, with zircons sparkling along the wavy border."
1001435774131,NK-S010,四叶草镶钻项链,Pavé Clover Necklace,银色四叶花瓣镶满碎钻，中心一颗透亮水晶柔柔闪光，干净轻盈像凝了露水的小花，日常戴上甜美又精致。,"Silver clover petals densely set with zircons, a clear crystal glowing softly at the center."
1001700604341,NK-S011,巴洛克珍珠金色项链,Baroque Pearl Gold Necklace,金色小盖托住一颗巴洛克珍珠，天然纹路像被海浪雕过，复古慵懒又温润，日常戴出街自带文艺小心机。,A gold cap holds a baroque pearl with natural wave-carved texture. Vintage-relaxed daily styling.
1002961600282,NK-S012,方钻小花珍珠项链,Square Crystal Floral Pearl Necklace,金色小花含一颗珍珠悄悄相伴，下方一颗方形锆石透亮闪光，简洁精致里藏着少女心，约会戴上甜得刚好。,A gold floral holds a pearl beside a clear square zircon. Refined and softly playful.
1017955811079,NK-S013,黑边贝壳四叶草项链,Black Edge Shell Clover Necklace,黑色珐琅勾勒四叶花瓣，中央贝母如月光柔白绽放，金银两条细链垂坠，复古优雅的小心思藏在锁骨之上。 [备注: 图中有金银两色共2件项链],Black enamel outlines a four-leaf clover with mother-of-pearl petals. Available in gold and silver chains.
1017968059337,NK-S014,可爱珍珠兔锆石项链,Cute Pearl Bunny Zircon Necklace,金银小兔耳畔轻探，怀抱粉色珍珠串成的小身体，碎钻蝴蝶结点缀其间，可爱里带着一点温柔甜软的复古童趣。 [备注: 图示为金色和银色两款],"Gold or silver bunny ears peek out, holding a body of strung pink pearls with zircon-bow accents."
1017977751606,NK-S015,猫咪星球锆石项链,Cat Planet Zircon Necklace,粉色珐琅 Kitty 漂浮在碎钻光环里，宛如粉色小星球被轻轻定格，金银两款都俏皮又梦幻，戴上是星河里的小欢喜。 [备注: 展示了两种不同金属色(金色/银色)的同一款项链。],Pink enamel Hello Kitty floats inside a halo of pavé zircons. Available in gold and silver — playful and dreamlike.
1018118479949,NK-S016,刺猬抱心锆石项链,Hedgehog Heart Zircon Necklace,金银满钻 Kitty 紧贴心形大水钻，闪着透亮糖果光，俏皮中藏着甜蜜告白感，约会下午茶都让人怦然心动。,Pavé Kitty pressed against a large heart-shaped crystal. Available in gold and silver — sweet sparkle.
1019456529862,NK-S017,四叶草水钻项链,Clover Crystal Necklace,晶莹四叶幸运花并肩垂落，一面贝母温润一面碎钻闪烁，下方大颗方钻像装着小小光河，温柔锁住每一次心动瞬间。,"Crystal-clear four-leaf petals hang side by side — one mother-of-pearl, one pavé zircon, with a large square zircon below."
1019491133506,NK-S018,经典珍珠四叶草项链,Classic Pearl Clover Necklace,贝母四叶幸运花轻含一颗圆润珍珠，金银双色细链垂落，简约纯净里藏着温柔小心思，日常通勤也戴出柔美光晕。 [备注: 展示金银两色款式],A mother-of-pearl four-leaf clover holds a single pearl. Available in gold and silver chains — refined daily piece.
1019684465556,NK-S019,卡通猫咪锆石项链,Cartoon Cat Zircon Necklace,金银双色满钻 Kitty 怀抱方形水钻，蝴蝶结点缀粉红俏皮神采，戴上像把童年回忆轻轻系在锁骨，甜得让人融化。 [备注: 显示金/银两种颜色版本],Pavé Kitty holds a square crystal with a pink bow accent. Available in gold and silver.
1020268284320,NK-S020,幸运马蹄闪钻项链,Lucky Horseshoe Crystal Necklace,金银双色月牙托起一颗灵动水钻，碎钻沿弧线轻洒星屑光，仿佛把夜晚的小温柔挂在锁骨，简约里藏着浪漫心动。 [备注: 展示两种金属色泽款式],"A crescent in gold or silver holds a single crystal, with zircons scattered along the curve. Compact and refined."
1035252853542,NK-S021,可爱Kitty闪钻项链,Cute Kitty Crystal Necklace,金银满钻 Kitty 头像怀里抱着圆润金属球串，蝴蝶结点缀粉色温柔，俏皮又精致，给日常穿搭加点甜美少女滤镜。 [备注: 图示两种颜色版本:金色和银色。],"Pavé Kitty holds a string of round metal beads, accented with pink bows. Available in gold and silver."
1036087660957,NK-S022,珍珠锆石优雅项链,Pearl Zircon Elegant Necklace,贝母四叶花瓣轻托圆润珍珠垂坠，金银双色都温润如月光，简约里藏着柔美小心思，约会通勤都被温柔光晕环绕。 [备注: 图中显示金银两色款式],A mother-of-pearl four-leaf flower holds a pearl drop. Available in gold and silver chains.
1036098128255,NK-S023,猫咪珍珠吊坠项链,Cat Pearl Pendant Necklace,金银满钻 Kitty 紧贴方形水钻闪着糖果光，粉色蝴蝶结俏皮加持，下午茶闺蜜聚会戴上一秒切换甜软少女氛围感。,"Pavé Kitty pressed against a square crystal, accented with a pink bow. Sweet, playful daily piece."
1039940063372,NK-S024,金银色珍珠锆石项链,Gold-Silver Pearl Zircon Necklace,水滴形碎钻花边轻轻拥抱一颗温润珍珠，金银双色都柔美如晨露，戴上锁骨瞬间晕开优雅复古的小欢喜。 [备注: 此图展示了两种颜色款式],"Teardrop zircon petals embrace a round pearl. Available in gold and silver — soft, dewy elegance."
1040276387295,NK-S025,珍珠贝壳闪石项链,Pearl Shell Crystal Necklace,金银碎钻花瓣环绕圆润珍珠绽放，方钻点缀像花蕊里的小阳光，复古花园感的温柔，约会下午茶都甜得刚刚好。 [备注: 图示有金、银两色款式可供选择],"Zircon petals frame a round pearl, with a square zircon at the heart. Available in gold and silver."
1040992350761,NK-S026,珍珠蝴蝶结镶钻项链,Pearl Bow Crystal Necklace,金银碎钻蝴蝶结轻轻栖在椭圆珍珠之上，复古浪漫像一段未拆的小信笺，温润珠光衬着柔美心动，简约也优雅。 [备注: 展示了金色和银色两种款式],Zircon bow set above an oval pearl. Available in gold and silver — vintage-romantic styling.
1041613773477,NK-S027,珍珠花朵锆石项链,Pearl Floral Zircon Necklace,金银碎钻花边围出柔软小花，圆润珍珠藏在花蕊轻轻闪光，复古浪漫又精致，戴上锁骨像簪了一朵秘密小心愿。 [备注: 展示了两种颜色版本],Zircon petals form a soft flower with a pearl at the center. Available in gold and silver.
1041941893855,NK-S028,镂空花珍珠项链,Openwork Floral Pearl Necklace,金银镂空花瓣层叠盛开，中央圆润珍珠如花蕊温润绽放，复古工艺感满满的小浪漫，戴上瞬间气质柔美又轻盈。 [备注: 图示为金银两色可选],Layered openwork petals open around a center pearl. Available in gold and silver — refined craftsmanship.
1041955789312,NK-S029,蝴蝶结珍珠项链,Bow Pearl Necklace,金银碎钻丝带在珍珠身后舒展飘逸，仿佛风把丝带吹成了一段温柔诗，浪漫复古中带点轻盈灵动，气质瞬间柔美。 [备注: 图中展示项链为金色和银色两款],Zircon ribbons trail behind a center pearl. Available in gold and silver — vintage-romantic motif.
1042472968421,NK-S030,镶钻珍珠四叶草项链,Pavé Pearl Clover Necklace,金银碎钻蝴蝶结依偎圆润珍珠绽放，光泽细密如撒了糖霜，复古浪漫又少女，戴上像把一段甜甜心事别在锁骨。 [备注: 产品有镀金和镀银两种颜色可选],Zircon bows nestle against a round pearl. Available in gold and silver — finely set with frosted-sugar sparkle.
831091263268,NK-S031,蝴蝶结珍珠项链,Bow Pearl Necklace,金色葫芦小框拥住饱满珍珠，俏皮蝴蝶结碎钻轻俏点缀，灵动甜美像挂了一颗温润小心愿，下午茶心动满满。 [备注: 图中为同款金银两色对照],"A gold gourd-shaped frame holds a pearl, with a playful zircon-set bow accent. Available in gold and silver."
831283506098,NK-S032,贝母双圆牌项链,Mother-of-Pearl Double Disc Necklace,白珐琅小圆嵌一颗碎钻，旁边碎钻小盘紧紧依偎，双吊坠摇晃间像两颗甜甜的小心事，日常戴着精致灵动。 [备注: 图中为同款金银两色对照],"A white enamel disc with a single zircon, paired with a pavé zircon disc. Available in gold and silver — double-pendant design."
831283682467,NK-S033,珍珠樱桃项链,Pearl Cherry Necklace,两颗温润珍珠像并蒂樱桃，碎钻小叶轻轻探出，俏皮甜美如初夏小欢喜，闺蜜聚会戴着甜甜心动满满。 [备注: 图中为同款金银两色对照],"Two round pearls paired like cherries with zircon-set leaves. Available in gold and silver — playful, sweet styling."
831400403609,NK-S034,蝴蝶结珍珠项链,Bow Pearl Necklace,"碎钻蝴蝶结轻拥一颗珍珠，垂下一段闪亮小尾巴，柔美灵动如把心动悄悄系在锁骨，约会通勤都甜甜温柔。 [备注: 主图为模特白衬衫佩戴,产品较小,建议参考备用产品图]","A zircon bow holds a single pearl, with a small sparkling tail trailing below. Soft, refined movement."
831402931031,NK-S035,贝母扇形项链,Mother-of-Pearl Fan Necklace,"白贝母小裙摆扇形舒展，碎钻沿边轻轻闪烁，复古优雅像挂了一段温润月光，下午茶或通勤都精致心动。 [备注: 背景有麻布和书页道具,产品清晰]",A white mother-of-pearl fan with zircon-set edges. Vintage elegance with quiet luster.
831492217865,NK-S036,锆石小蝴蝶结项链,Zircon Mini Bow Necklace,迷你蝴蝶结由水滴钻交错而成，垂在锁骨上轻盈闪烁，俏皮又少女，甜甜约会或日常通勤都心动满满。 [备注: 图中为同款金银两色对照],A mini bow built from teardrop zircons hangs lightly at the collarbone. Available in gold and silver.
831514217321,NK-S037,锆石四叶花项链,Zircon Four-Leaf Floral Necklace,四瓣碎钻小花轻悬胸前，叶尖闪着柔光像沾了晨露，金银双色都精致灵动，日常优雅之中藏着甜甜少女心。 [备注: 图中为同款金银两色对照],Four zircon petals open into a small floral pendant. Available in gold and silver — refined daily piece.
831649564901,NK-S038,锆石小猫咪项链,Zircon Cat Necklace,小猫吊坠抱着圆钻头与碎钻身，俏皮灵动像把萌宠藏在锁骨，金银双款都甜美，日常戴上心情都柔软起来。 [备注: 图中为同款金银两色对照],A cat pendant with a round zircon head and pavé zircon body. Available in gold and silver.
831656792774,NK-S039,锆石花结锁骨项链,Zircon Floral Knot Choker,细金线缠绕成旋转小花，中央一颗圆钻心动闪烁，柔美轻盈像挂了一朵会发光的心愿，日常优雅又精致。 [备注: 图中为同款金银两色，共两条项链],Fine gold lines twist into a rotating flower with a single round zircon at the center. Available in gold and silver.
831986164917,NK-S040,猫眼石小兔项链,Cat's-Eye Bunny Necklace,圆润猫眼石身披碎钻小耳朵，化作一只乖巧兔子悄悄垂落锁骨间，金银双色任你切换心情，温柔又俏皮的少女心瞬间被点亮。 [备注: 图中为同款金银两色，共两条项链],A cat's-eye stone shaped into a bunny silhouette with zircon-set ears. Available in gold and silver.
917607425372,NK-S041,星月镶钻锁骨项链,Star Moon Crystal Choker,金银双色月牙轻轻揽住一颗小星星，碎钻沿着弧线点亮夜空，像把童话里的晚安藏进锁骨，温柔得让人想拍下来。 [备注: 图中两条为银色与金色双色款],"A gold or silver crescent embraces a single star, with zircons scattered along the curve."
921453206676,NK-S042,隐形鱼线锆石项链,Invisible Line Crystal Necklace,一颗圆钻仿佛悬浮在空气里，透明鱼线让它直接贴在锁骨闪闪发光，简约梦幻像把小星星藏进皮肤，少女感满分。 [备注: 参考帧改为 05.jpg: diamond pendant on white | 上身模特图，产品很小且鱼线几乎不可见，建议用其他张做白底参考],"A round zircon appears to float on the collarbone, suspended on near-invisible monofilament."
921468190529,NK-S043,双心相扣锁骨项链,Double Heart Linked Choker,金色双心相扣交叠出温柔轮廓，外圈细钻沿心形流转闪着柔光，戴上像把心动悄悄锁住，约会日常都浪漫加分。 [备注: 参考帧改为 05.jpg: gold heart necklace on white | 拼图含模特图与品牌字样，建议截右侧产品细节图作参考],"Two interlinked gold hearts outlined with fine zircons. Soft, romantic styling for daily wear."
994549448935,NK-S044,锆石蝴蝶Y型项链,Zircon Butterfly Y-Necklace,蝴蝶轻盈停在锁骨之间，圆形锆石与碎钻翅膀相依，末端Y形垂坠悄悄晃动，戴上瞬间像被一颗温柔星光吻过般心动。 [备注: 图中2条实际为1款两色(金+银)；右下角有水印TSX-3524-32],"A butterfly with zircon body and pavé wings, finished with a Y-shaped chain drop. Available in gold and silver."
998237214293,NK-S045,雪花锆石短款项链,Snowflake Zircon Choker,雪花形吊坠由长方与圆形锆石交织绽放，银色细链托着这片小冰晶，戴上像把冬日午后的第一场雪藏进锁骨，轻盈又梦幻。,"A snowflake formed from rectangular and round zircons, on a fine silver chain. Light and crystalline."
998237494925,NK-S046,椭圆锆石光环项链,Oval Zircon Halo Necklace,椭圆主钻被柔软花瓣形碎钻轻轻环抱，金色镂空底座透出复古蕾丝感，落在锁骨像一朵温润绽放的小花，约会时格外柔美。,"An oval center zircon embraced by petal-shaped zircons, set in an openwork gold base. Vintage lace styling."
998256418247,NK-S047,四叶花锆石项链,Four-Leaf Zircon Flower Necklace,金色四叶花瓣围着中心方钻轻转，外圈碎钻一颗颗描出光晕，像把四叶幸运草小心收进吊坠，日常戴着仿佛被甜甜祝福环绕。,"Gold four-leaf petals turn around a center square zircon, with a halo of zircons outlining the perimeter."
998923901590,NK-S048,双环锆石小吊坠项链,Double Ring Zircon Pendant Necklace,金色双圈轻轻交叠，外环碎钻细细排开，中心一颗圆钻安静悬停其中，像把小宇宙系在锁骨，日常戴出一种安心的温柔感。,Two interlocking gold rings with zircons set on the outer ring and a single round zircon suspended at the center.
999224367374,NK-S049,心形珍珠Y字项链,Heart Pearl Y-Necklace,中段悬一颗水滴锆石与镂空爱心相依，链尾轻坠一粒珍珠Y形垂落胸前，俏皮又柔美，是写满小心动的约会日记式项链。,"A teardrop zircon and openwork heart join above a single pearl in a Y-shape. Soft, romantic flow."
999239703034,NK-S050,锆石蝴蝶Y字项链,Zircon Butterfly Y-Necklace,三瓣水滴锆石组成一朵小风车花，下端Y形细链坠着小钻轻轻摇晃，温柔流动感像把午后的风别在锁骨，清甜灵动。,"Three teardrop zircons form a small pinwheel flower, with a Y-chain ending in a single zircon."
999256410588,NK-S051,金色月亮狐狸项链,Gold Moon Fox Necklace,白贝母弯月里两只金色小狐狸相互依偎，碎钻点亮尾尖，温柔童话感扑面而来，戴上像揣着一个甜甜的睡前晚安故事。,"A mother-of-pearl crescent holds two gold foxes leaning against each other, with zircons accenting their tails."
999642328861,NK-S052,锆石蝴蝶星芒项链,Zircon Butterfly Star Necklace,水滴锆石拼出轻盈小蝴蝶停于胸前，下方Y形细链坠一颗八角小星，蝴蝶与星光相互呼应，约会时步步都闪着甜甜小确幸。,"Teardrop zircon butterfly above a Y-chain ending in a small eight-point star. Light, refined movement."
999653288529,NK-S053,锆石球形吊坠项链,Zircon Sphere Pendant Necklace,中央圆钻被一圈大颗碎钻簇拥成小绣球，银色细链温柔托着这枚闪光小球，戴上像把整束烟花封进锁骨，瞬间心动满格。 [备注: 背景有白色花瓣道具],A center round zircon surrounded by larger zircons forming a sphere. Set on a fine silver chain.
999752136011,NK-S054,金色横排锆石项链,Gold Horizontal Bar Zircon Necklace,金色长条镶满方钻像小光带横悬胸前，下方一颗心形锆石俏皮垂坠，几何与少女心碰撞出甜酷感，通勤戴出干净又心动的味道。,A gold bar set with rectangular zircons sits horizontally above a small heart zircon drop. Geometric daily piece.
999770988883,NK-S055,金色葫芦珍珠项链,Gold Gourd Pearl Necklace,金色镂空小葫芦中央嵌一颗温润珍珠，福气感与少女心一起被收纳进吊坠，戴上像随身带着温柔小护身符，日常甜糯又安心。,An openwork gold gourd holds a single pearl at its center. Auspicious symbolism with refined daily presence.
677518470100,BC-S001,金色蝴蝶镶钻胸针,Gold Butterfly Crystal Brooch,金色蝴蝶振翅而立，长方钻拼成透光翅脉，细碎锆石环身，恰似午后小欢喜，约会出街都心动轻盈。,"A gold butterfly mid-flight, with rectangular zircons forming translucent wings and pavé zircons along the body."
677909554886,BC-S002,金色麦穗珍珠锆石胸针,Gold Wheat Pearl Zircon Brooch,金色麦叶聚拢满满水滴钻，垂下一颗温润珍珠与水滴钻苞，柔美复古的小欢喜，西装领口戴着甜甜优雅。,"Gold wheat leaves clustered with teardrop zircons, finishing with a pearl and zircon bud. Soft vintage form."
678425623740,BC-S003,闪钻立体蝴蝶胸针,Sparkling 3D Butterfly Brooch,金色蝴蝶轻盈停驻，长方钻铺成透亮翅羽，细钻沿身闪烁，仿佛把春日午后装进胸前，温柔又灵动。,"Gold butterfly with rectangular zircons forming the wings, fine zircons along the body. Lightweight three-dimensional shape."
776258803998,BC-S004,圣诞树珍珠鹿胸针,Christmas Tree Pearl Deer Brooch,"迷你圣诞树挂着红绿宝石小球，珍珠串旁缀着碎钻小鹿与垂链，俏皮浪漫像把节日童话别上衣领，甜甜温暖。 [备注: 图示为两款不同金属色(银色/金色),设计相似]","A mini Christmas tree with red and green ornaments, paired with a pearl strand and zircon-set deer drop. Available in gold and silver."
776268288091,BC-S005,珍珠宝石花束胸针,Pearl Stone Bouquet Brooch,"一束小花胸针，珍珠花苞依偎着翠绿宝叶与白钻簇花，柔美又复古，像把春日清晨装进胸前，灵动又精致。 [备注: 图中有金银两款,设计相同。]",A floral spray brooch — pearl buds nestled with green stone leaves and zircon clusters. Available in gold and silver.
776279312899,BC-S006,闪耀四叶草锆石胸针,Sparkling Clover Zircon Brooch,"四瓣镂空小花绽放，水滴钻花瓣晶亮通透，中央圆钻俏皮闪烁，柔美灵动像捧着一朵心动雪花，甜甜优雅。 [备注: 图示为金银双色款式,此处材质描述以金色款为例。]","Four openwork petals with teardrop zircons and a center round zircon. Light, refined flora form. Available in gold and silver."
776297530853,BC-S007,萌宠熊猫竹叶胸针,Panda Bamboo Brooch,圆滚滚熊猫卡进光圈里，黑钻当眼睛萌得心动，水滴钻拼成竹叶垂坠，俏皮可爱像把童趣别在衣领。 [备注: 图中有两种颜色可选：金色和银色。],"A round panda framed in a halo, with black zircon eyes and teardrop zircon bamboo leaves below. Available in gold and silver."
776303548335,BC-S008,雪花长针领针,Snowflake Long Pin Brooch,细长针尖顶着一朵碎钻雪花，金色与银色双款轻盈闪烁，复古又精致，西装领口别上瞬间气质温柔灵动。 [备注: 图中为同款金银两色对照],A long pin tipped with a zircon snowflake. Available in gold and silver — refined lapel detail.
776311298113,BC-S009,锆石蜻蜓胸针,Zircon Dragonfly Brooch,蜻蜓振翅停驻，金线勾出透亮翅脉，水滴钻当腹身闪烁，柔美灵动像把夏日午后的微风别在胸前，甜甜心动。 [备注: 图中为同款金银两色对照],Outlined dragonfly with translucent gold-line wings and teardrop zircon body. Available in gold and silver.
776311298981,BC-S010,珍珠太阳花胸针,Pearl Sunflower Brooch,锆石光芒呈八角绽放，中央温润珍珠像一轮小太阳，俏皮又复古，胸前别上瞬间气质轻盈又满满少女心。 [备注: 图中为同款金银两色对照],Eight zircon rays burst around a center pearl. Available in gold and silver — luminous sun motif.
776320485047,BC-S011,彩绘蜻蜓珍珠胸针,Painted Dragonfly Pearl Brooch,"彩釉蜻蜓在西装领口振翅，渐变翅膀如梦幻晚霞，旁边水钻蝴蝶与粉花俏皮陪衬，浪漫复古通勤都心动。 [备注: 主图为模特黑西装佩戴,建议参考右侧小图或备用图]","Enamel dragonfly with gradient wings, accompanied by a crystal butterfly and pink floral accents. Romantic vintage palette."
777198632447,BC-S012,镂空花朵锆石胸针,Openwork Floral Zircon Brooch,"金色花瓣以细密栏栅勾勒绽放，中央簇拥一团圆钻花蕊，柔美轻盈像别上一朵会发光的花，温柔又心动。 [备注: 背景有粉色云雾品牌字样,产品本身清晰]","Gold petals outlined in fine grilles, surrounding a center cluster of round zircons. Light and luminous."
796964298199,BC-S013,镂空花朵珍珠胸针,Openwork Floral Pearl Brooch,镂空花瓣层层舒展，温润珍珠藏在花心，金色与银色双款闪着柔光，复古浪漫像把午后花园别在胸前。 [备注: 图中为同款金银两色对照],Layered openwork petals embracing a center pearl. Available in gold and silver — vintage garden styling.
819265883325,BC-S014,雪花锆石胸针,Snowflake Zircon Brooch,"长方钻拼出立体雪花，中央圆钻轻闪如冬日心动小光点，复古优雅别在西装上，瞬间气质温柔又精致。 [备注: 主图为模特黑西装佩戴,建议参考右侧小图]",Rectangular zircons form a three-dimensional snowflake with a center round zircon. Refined and lightweight.
819493526446,BC-S015,葫芦珍珠排钻胸针,Gourd Pearl Row Crystal Brooch,"金色弧线托起四颗圆润珍珠与一颗心动圆钻，柔美横陈像别上一串温柔月光，西装领口戴着甜甜优雅。 [备注: 主图为模特黑西装佩戴,建议参考备用图]",A gold curve holds four round pearls and a single round zircon. Horizontal silhouette with soft pearl glow.
819589873926,BC-S016,流苏珍珠胸针,Tassel Pearl Brooch,"金线流苏裹着一颗大珍珠柔柔垂落，碎钻点点闪烁如星屑，复古又轻盈，约会派对戴上瞬间气质温润灵动。 [备注: 主图为模特黑西装佩戴,建议参考备用图]","Gold tassels embrace a large pearl, with delicate zircons scattered like stardust. Light, vintage motion."
